Code,ID,Annotation
S,ENOG410K2MF,NA
S,ENOG410K2MY,NA
S,ENOG410K2MZ,NA
S,ENOG410K2MQ,NA
S,ENOG410K2MP,NA
S,ENOG410K2MS,NA
S,ENOG410K2MR,NA
S,ENOG410K2MU,NA
S,ENOG410K2MT,NA
S,ENOG410K2MW,NA
S,ENOG410K2MV,NA
S,ENOG410K2M9,NA
S,ENOG410K2M2,NA
S,ENOG410K2M5,NA
S,ENOG410K2M4,NA
S,ENOG410K2M7,NA
S,ENOG410K2M6,NA
S,ENOG410JDJ9,NA
S,ENOG410JDJ8,Domain of unknown function (DUF1802)
S,ENOG410JDJ1,NA
S,ENOG410JDJ5,F-box associated
S,ENOG410JDJ4,NA
S,ENOG410JDJ7,Protein of unknown function (DUF3455)
S,ENOG410JDJ6,NA
S,ENOG410JVA1,NA
K,ENOG410JDJY,Bromodomain associated
P,ENOG410JDJX,NA
S,ENOG410JDJZ,Putative amidoligase enzyme
S,ENOG410JDJQ,NA
S,ENOG410JDJP,Ubiquitin carboxyl-terminal hydrolase
S,ENOG410JDJS,NA
P,ENOG410JDJU,Binding-protein-dependent transport system inner membrane component
S,ENOG410JDJW,NA
S,ENOG410JDJV,NA
S,ENOG410JDJI,stress responsive A B Barrel
P,ENOG410JDJH,Pro_CA
S,ENOG410JDJK,NA
S,ENOG410JDJJ,IGc1
S,ENOG410JDJM,NA
S,ENOG410JDJN,Protein of unknown function (DUF3176)
S,ENOG410JDJA,Conserved hypothetical protein
S,ENOG410JDJC,TspO/MBR family
S,ENOG410JDJB,NA
S,ENOG410JDJE,NA
S,ENOG410JDJD,NA
S,ENOG410JDJG,NA
L,ENOG410JDJF,NA
S,ENOG410JVAZ,Domain of unknown function DUF220
S,ENOG410JVAX,Protein of unknown function (DUF1618)
S,ENOG410JVAS,NA
S,ENOG410KKE3,NA
S,ENOG410JVAF,Acetyltransferase (GNAT) family
S,ENOG410JVAD,NA
S,ENOG410JVAE,Protein of unknown function (DUF674)
S,ENOG410JVAC,NA
S,ENOG410JVAA,NA
S,ENOG410JZRS,SRF-type transcription factor (DNA-binding and dimerisation domain)
S,ENOG410K6QM,NA
W,ENOG410IS52,Collagen triple helix repeat (20 copies)
W,ENOG410IS50,NA
S,ENOG410IS58,NA
W,ENOG410IS5R,TSPN
W,ENOG410IS5S,Fibronectin type III domain
S,ENOG410IS5P,NA
W,ENOG410IS5Q,Collagen triple helix repeat (20 copies)
W,ENOG410IS5V,Col_cuticle_N
W,ENOG410IS5W,Collagen triple helix repeat (20 copies)
C,ENOG410IS5U,mitochondrial antiviral signaling protein
W,ENOG410IS5Z,Col_cuticle_N
W,ENOG410IS5X,Collagen type XX alpha 1
S,ENOG410IS5Y,NA
S,ENOG410IS5B,Collagen triple helix repeat (20 copies)
W,ENOG410IS5C,COLFI
W,ENOG410IS5F,COLFI
W,ENOG410IS5D,TSPN
W,ENOG410IS5E,von Willebrand factor type A domain
W,ENOG410IS5J,von Willebrand factor type A domain
W,ENOG410IS5H,Insect cuticle protein
W,ENOG410IS5I,Collagen triple helix repeat (20 copies)
W,ENOG410IS5N,Collagen triple helix repeat (20 copies)
S,ENOG410KNI7,NACHT domain
S,ENOG410K6QF,NA
S,ENOG410KG8S,NA
S,ENOG410KG4C,NA
S,ENOG410KG4V,NA
S,ENOG410KG4P,NA
S,ENOG410KG43,Pfam:CD225
S,ENOG410KG40,NA
S,ENOG410IYVP,NA
S,ENOG410J673,Protein of unknown function (DUF2611)
S,ENOG410KIS4,NA
S,ENOG410KIS5,NA
S,ENOG410KIS6,NA
S,ENOG410KIS7,NA
S,ENOG410KIST,Ion transport protein
S,ENOG410KISU,NA
S,ENOG410KISV,NA
S,ENOG410KISW,NA
S,ENOG410KISP,NA
S,ENOG410KISR,NA
S,ENOG410KISS,NA
S,ENOG410KISY,NA
S,ENOG410KISD,NA
S,ENOG410KISF,NA
S,ENOG410KISG,NA
S,ENOG410KISA,NA
S,ENOG410KISB,NA
S,ENOG410KISC,NA
S,ENOG410KISM,NA
S,ENOG410KISN,NA
S,ENOG410KISJ,NA
S,ENOG410J71U,NA
Q,ENOG410KK78,Cytochrome P450
S,ENOG410KK79,NA
S,ENOG410KK76,NA
S,ENOG410KK77,NA
S,ENOG410KK74,NA
S,ENOG410KK75,NA
U,ENOG410KK72,NA
L,ENOG410KK73,ASCH domain
S,ENOG410KK71,NA
S,ENOG410KK7N,NA
S,ENOG410KK7J,NA
S,ENOG410KK7K,NA
S,ENOG410KK7H,NA
S,ENOG410KK7I,LysM domain
S,ENOG410KK7F,NA
S,ENOG410KK7G,NA
O,ENOG410KK7D,Subtilase family
L,ENOG410KK7E,Subtilase family
T,ENOG410KK7A,STYKc
S,ENOG410KK7Z,NA
S,ENOG410KK7X,NA
O,ENOG410KK7Y,NA
S,ENOG410KK7V,NmrA-like family
S,ENOG410KK7W,NA
S,ENOG410KK7T,ANK
S,ENOG410KK7U,NA
S,ENOG410KK7R,NA
E,ENOG410KK7S,Dihydrodipicolinate synthetase family
A,ENOG410KK7P,NA
S,ENOG410KK7Q,Polyketide cyclase / dehydrase and lipid transport
S,ENOG410J8VY,cysteine histidine-rich C1 domain-containing protein
S,ENOG410J8VZ,NA
S,ENOG410J8VP,NA
S,ENOG410J8VS,NA
S,ENOG410J8VR,Glycosyl hydrolases family 17
S,ENOG410J8VU,NA
G,ENOG410J8VV,Glycosyltransferase 54 domain-containing
K,ENOG410J8VI,NA
S,ENOG410J8VH,NA
T,ENOG410J8VK,STYKc
S,ENOG410J8VJ,NA
S,ENOG410J8VM,Fungal specific transcription factor domain 
U,ENOG410J8VN,NA
T,ENOG410J8VC,FHA
G,ENOG410J8VE,Pectate lyase
T,ENOG410J8VD,Olfactory receptor
L,ENOG410J8V9,Pfam:Transposase_35
S,ENOG410J8V8,butyrophilin subfamily
L,ENOG410J8V1,Zc3h12a-like Ribonuclease NYN domain
S,ENOG410J8V0,- F-box and DUF domain containing protein
S,ENOG410J8V3,Coiled-coil domain containing 8
S,ENOG410J8V2,NA
S,ENOG410J8V5,NA
P,ENOG410J8V4,Inherit from COG: extracellular solute-binding protein family 1
G,ENOG410J8V7,SMP-30/Gluconolaconase/LRE-like region
K,ENOG410J8V6,Sushi domain (SCR repeat)
S,ENOG410JZA9,Med18 protein
S,ENOG410J5A5,NA
T,ENOG410J5A4,SH3 domain
S,ENOG410J5A7,Nucleolar protein 12 (25kDa)
O,ENOG410J5A6,MAP6 domain containing 1
S,ENOG410J5A1,NA
S,ENOG410J5A0,NA
K,ENOG410J5A3,NA
S,ENOG410J5A2,Late embryogenesis abundant protein
O,ENOG410J5A9,RING
S,ENOG410J5A8,Diacylglycerol kinase catalytic domain
T,ENOG410J5AT,whole genome shotgun sequence
S,ENOG410J5AV,Inherit from NOG: Transmembrane protein 42
S,ENOG410J5AP,NA
S,ENOG410J5AS,NA
S,ENOG410J5AZ,Ankyrin Repeat Protein
S,ENOG410J5AG,rRNA processing protein RRP15
S,ENOG410J5AC,NA
S,ENOG410J5AM,NA
S,ENOG410J5AN,NA
S,ENOG410J5AH,NA
O,ENOG410JUT9,Zinc finger C3HC4 type (RING finger)
U,ENOG410J6C5,Inherit from NOG: nucleoporin
S,ENOG410IVGU,Inherit from NOG: exported protein
S,ENOG410IVGT,Nurim (Nuclear envelope membrane protein)
S,ENOG410IVGW,NA
S,ENOG410IVGV,glycosyltransferase family 31
S,ENOG410IVGQ,NA
K,ENOG410IVGP,Transcription factor AFT
S,ENOG410IVGS,trichohyalin-like 1
Z,ENOG410IVGR,Centrosomal protein 57kDa-like 1
S,ENOG410IVGY,hydrolase alpha beta fold family protein
S,ENOG410IVGX,Conserved hypothetical protein
S,ENOG410IVGZ,NA
S,ENOG410IVGE,NA
K,ENOG410IVGD,cutinase gene palindrome-binding protein
S,ENOG410IVGG,spermatogenesis associated
S,ENOG410IVGF,amyotrophic lateral sclerosis 2 (juvenile) chromosome region candidate 11
S,ENOG410IVGA,Lysozyme-like
S,ENOG410IVGC,NA
S,ENOG410IVGB,7 transmembrane receptor (rhodopsin family)
S,ENOG410IVGM,GAL4
S,ENOG410IVGN,finger domain protein
S,ENOG410IVGI,Conserved hypothetical protein
T,ENOG410IVGH,lymphocyte transmembrane adaptor 1
P,ENOG410IVGK,Sulfate transporter
S,ENOG410IVGJ,Family of unknown function (DUF716) 
S,ENOG410IVG5,Calcium-binding peroxygenase involved in the degradation of storage lipid in oil bodies. May be involved in the interaction between oil bodies and vacuoles during seed germination and in the oxylipin signaling pathways and plant defense responses. Can catalyze sulfoxidation of thiobenzamide hydroxylation of aniline
S,ENOG410IVG4,inner centromere protein
S,ENOG410IVG7,insulin-like growth factor binding protein 7
S,ENOG410IVG6,coiled-coil domain containing 70
U,ENOG410IVG1,proline-rich transmembrane protein 4
S,ENOG410IVG0,CLECT
T,ENOG410IVG3,serine threonine-protein kinase
K,ENOG410IVG2,transcription factor
S,ENOG410IVG9,Trophinin associated protein
S,ENOG410IVG8,Protein of unknown function (DUF_B2219)
S,ENOG410JWQN,NA
S,ENOG410K8R3,NA
S,ENOG410K4K9,NA
S,ENOG410JYW4,NA
Q,ENOG410JSRH,FAE1/Type III polyketide synthase-like protein
S,ENOG410JYWR,NA
F,ENOG410JYWQ,AIRC
S,ENOG410JSRG,B3
U,ENOG410JYWP,Inherit from NOG: Non-repetitive/WGA-negative nucleoporin C-terminal
S,ENOG410JYWV,PX domain
K,ENOG410JSRX,Helix-loop-helix DNA-binding domain
S,ENOG410JSRY,Plant transposon protein
S,ENOG410JYWZ,NA
S,ENOG410JYWX,NA
S,ENOG410JYWA,NA
S,ENOG410JYWF,NA
S,ENOG410JYWE,BT1 family
S,ENOG410J670,NA
S,ENOG410JYWK,NA
S,ENOG410JYWJ,NA
S,ENOG410JYWI,NA
S,ENOG410JYWH,NA
T,ENOG410JT3R,STYKc
S,ENOG410JT3S,Ethylene insensitive 3
T,ENOG410JT3Q,STYKc
S,ENOG410JT3T,NA
S,ENOG410JT3Z,Xyloglucan fucosyltransferase
S,ENOG410JT3Y,Protein of unknown function DUF547
G,ENOG410JT3B,14)-beta-D-glucans synthesis in grasses and cereals (Poaceae). The mixed-linked glucans (which are not present in walls of dicotyledons or most other monocotyledonous plants) are particularly important constituents of the walls of the starchy endosperm and aleurone cells of cereal grains such as oats wheat rice and barley. They can account for up to 70 by weight of the wall (By similarity)
K,ENOG410JT3C,No apical meristem (NAM) protein
S,ENOG410JT3A,FBD
S,ENOG410JT3F,NA
S,ENOG410JT3J,GRAS domain family
S,ENOG410JT3K,Xyloglucan fucosyltransferase
S,ENOG410JT3H,Protein of unknown function (DUF1668)
S,ENOG410JT32,PHD-finger
S,ENOG410JT33,NA
S,ENOG410JT30,GDSL-like Lipase/Acylhydrolase
S,ENOG410JT31,S-locus glycoprotein family
S,ENOG410JT36,TCP family transcription factor
S,ENOG410JT37,NA
Q,ENOG410JT34,Involved in the biosynthesis of jasmonic acid a growth regulator that is implicated also as a signaling molecule in plant defense. Converts 13-hydroperoxylinolenic acid to 1213- epoxylinolenic acid (By similarity)
S,ENOG410JT35,Protein of unknown function (DUF569)
S,ENOG410JT38,GRAS domain family
S,ENOG410JT39,Uncharacterised protein family (UPF0121)
S,ENOG410JSR9,Domain of unknown function (DUF1719)
S,ENOG410JSR4,NA
S,ENOG410KNQA,NA
S,ENOG410KNQC,Protein of unknown function (DUF3433)
S,ENOG410KNQB,Optic atrophy 3 protein (OPA3)
S,ENOG410KNQE,NA
O,ENOG410KNQG,Subtilase family
S,ENOG410KNQF,Terpene synthase family metal binding domain
S,ENOG410KNQI,NA
Q,ENOG410KNQH,KR domain
S,ENOG410J67Q,NA
E,ENOG410KNQJ,Thiamine pyrophosphate enzyme central domain
S,ENOG410KNQM,NA
S,ENOG410KNQN,Fungal_trans
S,ENOG410KNQQ,NA
S,ENOG410KNQP,NA
S,ENOG410KNQS,NA
S,ENOG410KNQR,NA
S,ENOG410KNQU,Heterokaryon incompatibility protein (HET)
S,ENOG410KNQT,NA
S,ENOG410KNQW,NA
S,ENOG410KNQV,NA
S,ENOG410KNQY,NA
S,ENOG410KNQX,NA
S,ENOG410KNQZ,NA
S,ENOG410J67R,Putative ParB-like nuclease
S,ENOG410KNQ1,NA
S,ENOG410KNQ0,NA
S,ENOG410KNQ3,Phosphotransferase enzyme family
S,ENOG410KNQ2,Fungal_trans
S,ENOG410KNQ5,NA
E,ENOG410KNQ4,to neutral amino acid permease
S,ENOG410KNQ7,NA
S,ENOG410KNQ6,NA
S,ENOG410KNQ9,Fungal Zn(2)-Cys(6) binuclear cluster domain
S,ENOG410KNQ8,NA
S,ENOG410JASZ,NA
O,ENOG410JASX,Tannase and feruloyl esterase
S,ENOG410JASW,MAM domain
G,ENOG410JASV,Specific in hydrolyzing the terminal glycosidic bond of polygalacturonic acid and oligogalacturonates (By similarity)
S,ENOG410JASU,NA
G,ENOG410JASR,PGAM
S,ENOG410JASQ,Peptidase family M50
S,ENOG410JASP,NA
Q,ENOG410JASN,Taurine catabolism dioxygenase TauD TfdA family
S,ENOG410JASM,NA
G,ENOG410JASK,NA
U,ENOG410JASI,NA
A,ENOG410JASF,KH domain
S,ENOG410JASE,alpha/beta hydrolase fold
U,ENOG410JASD,Selectin P ligand
S,ENOG410JASC,Phosphorylase superfamily
S,ENOG410JASB,NA
U,ENOG410JASA,Tetraspanin family
S,ENOG410JAS9,NmrA-like family
L,ENOG410JAS8,NA
S,ENOG410JAS7,Uncharacterized alpha/beta hydrolase domain (DUF2235)
S,ENOG410JAS6,NA
S,ENOG410JAS5,NA
S,ENOG410JAS4,Heterokaryon incompatibility protein (HET)
S,ENOG410JAS3,Phosphotransferase enzyme family
S,ENOG410JAS2,Fungal specific transcription factor domain 
I,ENOG410JAS1,Taurine catabolism dioxygenase TauD TfdA family
S,ENOG410JAS0,NA
S,ENOG410KQV7,NA
S,ENOG410KQV6,Glycosyl hydrolases family 43
O,ENOG410KQV5,RING
S,ENOG410KQV4,NA
S,ENOG410KQV3,NA
S,ENOG410KQV2,NA
S,ENOG410KQV1,NA
S,ENOG410KQV0,NA
S,ENOG410KQV9,NA
S,ENOG410KQV8,NA
K,ENOG410KQVG,Fungal_trans
S,ENOG410KQVF,NA
O,ENOG410KQVE,Beta-lactamase
O,ENOG410KQVD,Glycosyl hydrolase family 7
S,ENOG410KQVC,NA
S,ENOG410KQVB,NA
S,ENOG410KQVA,NA
S,ENOG410KQVN,NA
S,ENOG410KQVM,NA
S,ENOG410KQVK,NA
S,ENOG410KQVJ,NA
S,ENOG410KQVI,NA
S,ENOG410KQVW,NA
S,ENOG410KQVV,NA
S,ENOG410KQVU,NA
S,ENOG410KQVT,NA
O,ENOG410KQVS,RING
O,ENOG410KQVR,NA
S,ENOG410KQVQ,NA
S,ENOG410KQVP,BTB/POZ domain
S,ENOG410KQVY,Heterokaryon incompatibility protein (HET)
S,ENOG410KQVX,Domain of unknown function (DUF1996)
S,ENOG410JNCN,Protein phosphatase inhibitor  
S,ENOG410JNCH,NA
S,ENOG410JNCI,NA
S,ENOG410JNCJ,NA
J,ENOG410JNCK,Ribosomal protein L36
S,ENOG410JNCF,NA
S,ENOG410JNCG,Inherit from NOG: zinc finger
S,ENOG410JNCX,NA
S,ENOG410JNCY,Tudor domain
S,ENOG410JNCZ,NA
S,ENOG410JNCT,NA
S,ENOG410JNCU,Allatostatin
U,ENOG410JNCV,NA
S,ENOG410JNCW,double-stranded DNA-binding
K,ENOG410JNCP,Uncharacterized conserved protein (DUF2348)
L,ENOG410JNCQ,DNA polymerase type B organellar and viral
S,ENOG410JNCR,Transferase
T,ENOG410JNCS,Mammalian taste receptor protein (TAS2R)
S,ENOG410JNC8,NA
S,ENOG410JNC9,NA
J,ENOG410JNC4,Inherit from COG: -acetyltransferase
S,ENOG410JNC5,C2
S,ENOG410JNC0,NA
O,ENOG410JNC1,Zinc finger C3HC4 type (RING finger)
S,ENOG410JTQV,Pfam:DUF88
S,ENOG410JZF9,NA
S,ENOG410JZF8,NA
S,ENOG410JZF3,NA
T,ENOG410JZF2,NA
S,ENOG410JZF1,NA
S,ENOG410JZF0,NA
S,ENOG410JZF7,NA
S,ENOG410JZF6,FATC domain
S,ENOG410JZF5,NA
S,ENOG410JZF4,NA
S,ENOG410JTQC,NA
S,ENOG410JTQD,NA
S,ENOG410JTQG,NA
S,ENOG410JZFK,NA
S,ENOG410JZFJ,NA
S,ENOG410JZFI,NA
S,ENOG410JZFH,NA
S,ENOG410JZFN,NA
S,ENOG410JZFM,NA
S,ENOG410JZFC,NA
S,ENOG410JZFB,GMC oxidoreductase
S,ENOG410JZFA,NA
S,ENOG410JZFG,NA
S,ENOG410JZFF,NA
S,ENOG410JZFE,NA
S,ENOG410JZFD,NA
S,ENOG410JZFY,NA
S,ENOG410JZFX,NA
S,ENOG410JZFS,NA
S,ENOG410JZFR,Golgin subfamily A member 7/ERF4 family
S,ENOG410JZFP,NA
S,ENOG410JZFW,NA
S,ENOG410JZFV,NA
S,ENOG410JZFU,C2 domain
S,ENOG410JZFT,cAMP-regulated phosphoprotein/endosulfine conserved region
K,ENOG410IEFA,HLH transcription factor (PalcA)
S,ENOG410IEFC,LRR receptor-like serine threonine-protein kinase
S,ENOG410IEFB,NA
S,ENOG410IEFE,FG-GAP repeat protein
K,ENOG410IEFD,SKI family transcriptional corepressor
S,ENOG410IEFG,Esterase lipase thioesterase family protein
S,ENOG410IEFF,Conserved hypothetical protein
S,ENOG410IEFI,inactive poly ADP-ribose polymerase
T,ENOG410IEFH,PH domain protein
S,ENOG410IEFK,Transmembrane protein 43
S,ENOG410IEFJ,kiaa1210
S,ENOG410IEFM,WD40
S,ENOG410IEFN,Chromosome 1 open reading frame 112
T,ENOG410IEFQ,olfactory receptor family 1 subfamily M member 1
S,ENOG410IEFP,Ankyrin Repeat Protein
K,ENOG410IEFS,TATA box binding protein (TBP)-associated factor RNA polymerase I A 48kDa
K,ENOG410IEFR,Mediator complex subunit 1
S,ENOG410IEFU,Centromere protein J
J,ENOG410IEFT,TRNA ligase
S,ENOG410IEFW,CUB domain containing protein 2
S,ENOG410IEFV,kiaa1383
S,ENOG410IEFY,sh2 domain containing
T,ENOG410IEFX,Olfactory receptor
S,ENOG410IEFZ,coiled-coil domain containing 134
S,ENOG410IEF1,Polysaccharide synthase
S,ENOG410IEF0,RTA1 like protein
Z,ENOG410IEF3,Angiomotin like 2
S,ENOG410IEF2,NA
O,ENOG410IEF5,family with sequence similarity 65 member C
S,ENOG410IEF4,cadherin-like and PC-esterase domain containing 1
T,ENOG410IEF7,Testis-specific serine kinase substrate
S,ENOG410IEF6,X8 domain
S,ENOG410IEF9,N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
S,ENOG410IEF8,GRAM
S,ENOG410JTQ0,NA
S,ENOG410JTQ3,NA
S,ENOG410JTQ4,NA
S,ENOG410JTQ5,Plant invertase/pectin methylesterase inhibitor
S,ENOG410IQSF,NA
T,ENOG410J9HE,olfactory receptor family 9 subfamily Q member
S,ENOG410J9HH,NA
S,ENOG410J9HM,Heterokaryon incompatibility protein (HET)
S,ENOG410J9HV,NA
S,ENOG410J9HT,NA
O,ENOG410J9HZ,Peptidase inhibitor I9
S,ENOG410J9H2,transferase activity transferring phosphorus-containing groups
S,ENOG410J9H3,PLATZ transcription factor
L,ENOG410J9H6,NA
T,ENOG410J9H7,olfactory receptor-like protein OLF3-like
S,ENOG410KJ60,Fungal Zn(2)-Cys(6) binuclear cluster domain
S,ENOG410KJ61,NA
S,ENOG410KJ62,NA
S,ENOG410KJ63,NA
S,ENOG410KJ64,NA
S,ENOG410KJ65,NA
S,ENOG410KJ66,NA
S,ENOG410KJ67,NA
S,ENOG410KJ68,NA
S,ENOG410KJ69,NA
S,ENOG410KJ6P,NA
S,ENOG410KJ6Q,NA
S,ENOG410KJ6R,NA
S,ENOG410KJ6S,NA
S,ENOG410KJ6T,NA
S,ENOG410KJ6U,domain-containing protein
S,ENOG410KJ6V,NA
S,ENOG410KJ6W,NA
S,ENOG410KJ6X,NA
K,ENOG410J3WY,NA
S,ENOG410KJ6Z,NA
S,ENOG410KJ6A,NA
S,ENOG410KJ6B,NA
S,ENOG410KJ6C,NA
S,ENOG410KJ6D,NA
S,ENOG410KJ6F,NA
S,ENOG410KJ6G,Pfam:DUF1683
S,ENOG410KJ6H,Inherit from NOG: Secreted protein
S,ENOG410KJ6I,NA
S,ENOG410KJ6J,ANK
S,ENOG410KJ6K,NA
S,ENOG410KJ6M,NA
S,ENOG410KJ6N,NA
S,ENOG410KI4A,NA
P,ENOG410IXQZ,sodium channel voltage-gated type IV beta subunit
S,ENOG410IXQU,BEST Arabidopsis thaliana protein match is PTAC18 (PLASTID TRANSCRIPTIONALLY ACTIVE 18) (TAIR AT2G32180.1)
S,ENOG410IXQW,NA
S,ENOG410IXQQ,NA
S,ENOG410IXQP,NA
S,ENOG410IXQM,NA
I,ENOG410IXQN,Phospholipase A2
B,ENOG410IXQK,Component of the NuA4 histone acetyltransferase complex which is involved in transcriptional activation of selected genes principally by acetylation of nucleosomal histone H4 and H2A. The NuA4 complex is also involved in DNA repair
S,ENOG410IXQD,Domain of unknown function (DUF3328)
S,ENOG410IXQG,NA
CH,ENOG410IXQA,FAD binding domain
O,ENOG410IXQB,BPI fold containing family A member 2
T,ENOG410IXQ9,Cholecystokinin
S,ENOG410IXQ8,NA
O,ENOG410IXQ5,somatostatin
S,ENOG410IXQ4,NA
S,ENOG410IXQ1,NA
K,ENOG410IXQ0,transcription factor
S,ENOG410IZ68,NA
S,ENOG410J64W,NA
U,ENOG410J64Z,ATPase proteolipid family
O,ENOG410J64A,Inherit from COG: Aaa atpase
S,ENOG410J64B,Mitochondrial 39-S ribosomal protein L47 (MRP-L47)
S,ENOG410J64G,NA
T,ENOG410J64F,Leucine Rich Repeat
S,ENOG410J64M,Inherit from NOG: Chromosome 8 open reading frame 47
S,ENOG410J64N,NA
S,ENOG410KI4N,NA
S,ENOG410KI41,NA
S,ENOG410KI40,PRY
S,ENOG410K5EZ,NA
S,ENOG410K5EX,NA
O,ENOG410K5EV,RING
S,ENOG410K5EW,NA
S,ENOG410K5ET,NA
S,ENOG410K5EU,NA
S,ENOG410K5ER,NA
S,ENOG410K5ES,NA
S,ENOG410K5EP,Inherit from NOG: Component of the spindle pole body (SPB) required for the proper execution of spindle pole body (SPB) duplication. Potential role in cross-linking filaments or anchoring other molecules. It is essential for growth (By similarity)
S,ENOG410K5EN,NA
S,ENOG410K5EM,NA
S,ENOG410K5EJ,NA
S,ENOG410K5EK,NA
S,ENOG410K5EH,NA
S,ENOG410K5EF,NA
S,ENOG410K5EG,NA
S,ENOG410K5ED,NA
S,ENOG410K5EB,NA
S,ENOG410K5EC,NA
S,ENOG410K5EA,NA
S,ENOG410K5E8,NA
S,ENOG410K5E6,NA
S,ENOG410KI42,IGv
S,ENOG410K5E5,NA
K,ENOG410K5E2,BRLZ
S,ENOG410K5E3,NA
S,ENOG410KI45,NA
S,ENOG410JV45,Divergent CCT motif
S,ENOG410JV44,NA
S,ENOG410KI49,NA
S,ENOG410IZ6B,Membrane fusion protein Use1
J,ENOG410J644,50S ribosomal protein L32 chloroplastic
S,ENOG410J649,NA
S,ENOG410IZ6G,Cell wall protein PhiA
S,ENOG410J05F,NA
S,ENOG410J053,ZnF_RBZ
K,ENOG410J055,squamosa
S,ENOG410KAX9,NA
S,ENOG410KAX7,NA
S,ENOG410KAX1,NA
S,ENOG410KAX3,NA
H,ENOG410KAXY,Flavin containing amine oxidoreductase
S,ENOG410KAXX,MADF
H,ENOG410KAXZ,Flavin containing amine oxidoreductase
K,ENOG410KAXU,Inherit from NOG: Myb SANT-like DNA-binding domain containing 1
S,ENOG410KAXT,NA
P,ENOG410KAXW,Sugar (and other) transporter
S,ENOG410KAXV,NA
S,ENOG410KAXQ,NA
S,ENOG410KAXP,NA
S,ENOG410KAXR,alpha/beta hydrolase fold
S,ENOG410KAXM,Serpentine Receptor class Z family member
S,ENOG410KAXN,NA
U,ENOG410KAXK,MSP (Major sperm protein) domain
S,ENOG410KAXJ,NA
S,ENOG410KAXE,NA
S,ENOG410KAXD,NA
S,ENOG410KAXG,NA
S,ENOG410KAXF,NA
S,ENOG410JT9I,Protein of unknown function (DUF1618)
S,ENOG410JQQ4,Pfam:DDE
S,ENOG410JJND,NA
S,ENOG410JJNN,NA
S,ENOG410JV4R,Pfam:DUF623
S,ENOG410K8HT,NA
S,ENOG410J6BY,NA
S,ENOG410J6BB,Inherit from COG: Necessary for normal cell division and for the maintenance of normal septation (By similarity)
O,ENOG410JUV9,Peptidase inhibitor I9
S,ENOG410JRXK,NA
S,ENOG410JWFB,NA
O,ENOG410JWFC,Protease inhibitor seed storage lipid transfer protein
S,ENOG410JWFA,NA
S,ENOG410JWFF,NA
S,ENOG410JWFG,NA
S,ENOG410JWFD,Wound-induced protein
K,ENOG410JWFE,enhancer of try and cpc 1
S,ENOG410JWFJ,NA
S,ENOG410JWFK,SRF-type transcription factor (DNA-binding and dimerisation domain)
S,ENOG410JWFH,NA
S,ENOG410JWFI,NA
S,ENOG410JWFM,NA
S,ENOG410JWFR,NA
S,ENOG410JWFS,tify domain
S,ENOG410JWFP,NA
S,ENOG410JWFQ,NA
S,ENOG410JWFV,NA
S,ENOG410JWFW,NA
S,ENOG410JWFT,NA
S,ENOG410JWFU,NA
S,ENOG410JWFZ,NA
S,ENOG410JWFX,NA
S,ENOG410JWFY,NA
S,ENOG410JWF2,NA
S,ENOG410JWF3,NA
S,ENOG410JWF0,at4g03740 (e
S,ENOG410JWF1,protein Sb08g007511 source
S,ENOG410JWF6,NA
S,ENOG410JWF7,Cyclotide family
S,ENOG410JWF4,NA
S,ENOG410JWF5,NA
S,ENOG410JWF8,NA
T,ENOG410JWF9,NA
S,ENOG410JB71,SAC3/GANP/Nin1/mts3/eIF-3 p25 family
S,ENOG410JJGC,NA
S,ENOG410J490,NA
S,ENOG410J492,NA
S,ENOG410J493,NA
S,ENOG410J494,PEX11 domain protein
C,ENOG410J496,Ubiquinol-cytochrome c reductase complex 17 kd protein
O,ENOG410J497,20S proteasome chaperone
S,ENOG410J498,NA
S,ENOG410J499,NA
S,ENOG410J49A,NA
S,ENOG410J49B,Chromosome 3 open reading frame
S,ENOG410J49D,NA
S,ENOG410J49E,NA
S,ENOG410J49F,NA
T,ENOG410J49G,May be involved in cell migration and or actin cytoskeleton organization. When expressed in keratinocytes induces changes in cell morphology with transfected cells showing an elongated shape numerous membrane protrusions major reorganization of the actin cytoskeleton increased motility and decreased cell adhesion. Required for normal lung cell proliferation and alveolus formation at birth. Induces platelet aggregation. Does not have any effect on folic acid or amino acid transport. Does not function as a water channel or as a regulator of aquaporin-type water channels
Q,ENOG410J49H,Inherit from COG: Methyltransferase
O,ENOG410J49I,defensin beta 135
S,ENOG410J49J,integral membrane protein
O,ENOG410J49K,Der1-like family
S,ENOG410J49Q,Destabilase
O,ENOG410J49T,prolactin releasing hormone
S,ENOG410J49U,NA
S,ENOG410J49V,expressed protein
S,ENOG410J49Z,NA
U,ENOG410JIZ8,Sarcolipin
S,ENOG410JIZ9,NA
S,ENOG410JIZ4,Neuroparsin
S,ENOG410IM0C,Sigma factor sigB regulation protein
S,ENOG410IM0B,Protein of unknown function (DUF3429)
G,ENOG410IM0A,pectinesterase
S,ENOG410IM0G,gTPase IMAP family member
T,ENOG410IM0F,strubbelig-receptor family
S,ENOG410IM0E,NA
T,ENOG410IM0D,Signal transducing adaptor family member 2
I,ENOG410IM0K,Enoyl-CoA hydratase/isomerase family
S,ENOG410IM0J,NA
T,ENOG410IM0I,Wall-associated receptor kinase
K,ENOG410IM0H,Transcription factor
